"Reaction Abbreviation","Reaction Name","Reaction","Gene-reaction association","locusTags","Subsystem","Reversible","LB","UB","Objective"
"SALCptspp","Salicin transport via PEPPyr  periplasm "," pep[c] + salcn[p] -->  pyr[c] + salcn6p[c]","( ECW_m1664  and  ECW_m1665  and  ECW_m1666 )"," ECW_m1664 ECW_m1665 ECW_m1666","Transport Inner Membrane",0,0,1000,0
"SALCtpp","Salicin transport via permease"," salcn[p] -->  salcn[c]","ECW_m1663","ECW_m1663","Transport Outer Membrane Porin",0,0,1000,0
"SALCNH","Salicin hydrolase","[c] : h2o + salcn -->  2hymeph + glc-D","ECW_m1662","ECW_m1662","Alternate Carbon Metabolism",0,0,1000,0
"6PHBG","6-phospho-beta-glucosidase","[c] : h2o + salcn6p -->  2hymeph + g6p","ECW_m1662","ECW_m1662","Alternate Carbon Metabolism",0,0,1000,0
"EX_raffin(e)","raffinose exchange","raffin[e] <==>",,,"Exchange",1,0,1000,0
"RAFFtex","raffinose transport transport via diffusion extracellular to periplasm "," raffin[e] <==>  raffin[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )",,"Transport Outer Membrane Porin",1,-1000,1000,0
"RAFHpp","raffinose hydrolase","[p] : raffin + h2o -->  melib + fru","ECW_m2596",,"Alternate Carbon source",0,0,1000,0
"EX_galam(e)","D-Galactosamine exchange","galam[e] <==>",,,"Exchange",1,0,1000,0
"GALAMtex","D-Galactosamine transport transport via diffusion extracellular to periplasm "," galam[e] <==>  galam[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )",,"Transport Outer Membrane Porin",1,-1000,1000,0
"GALAMPTSpp","D-Galactosamine transport via PEPPyr  periplasm "," pep[c] + galam[p] -->  pyr[c] + galam6p[c]","( ECW_m3404 and ECW_m3408 and ECW_m3409 and ECW_m3410 )",,"Alternate Carbon source",0,0,1000,0
"GALAM6PISO","N-Acetyl-D-Galactosamine-6-phosphate isomerase","[c] : galam6p + h2o -->  tag6p-D + nh4","ECW_m3411",,"Alternate Carbon source",0,0,1000,0
"ACGALPTSpp","N-Acetyl-D-Galactosamine transport via PEPPyr  periplasm "," pep[c] + acgal[p] -->  pyr[c] + acgal6p[c]","( ECW_m3401 and ECW_m3402 and ECW_m3403 and ECW_m3404 )",,"Alternate Carbon source",0,0,1000,0
"ACGAL6PISO","D-Galactosamine-6-phosphate isomerase","[c] : acgal6p + h2o -->  galam6p + nh4","ECW_m3411",,"Alternate Carbon source",0,0,1000,0
"EX_3hoxpac(e)","3 hydroxy phenylacetic acid exhcnage","3hoxpac[e] <==>",,,"Exchange",1,0,1000,0
"3hoxpactex","3 hydroxyphenylacetic acid transport via diffusion extracellular to periplasm "," 3hoxpac[e] <==>  3hoxpac[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"3HPAtpp","HPA permease"," 3hoxpac[p] -->  3hoxpac[c]","ECW_m4707",,"Aromatic Acid Breakdown",0,0,1000,0
"3HPAOX","HPA monooxygenase","[c] : 3hoxpac + o2 + nadh + h -->  34dhpha + nad + h2o","( ECW_m4704 and ECW_m4705 )",,"Aromatic Acid Breakdown",0,0,1000,0
"EX_4hoxpac(e)","4 hydroxy phenylacetic acid exhcnage","4hoxpac[e] <==>",,,"Aromatic Acid Breakdown",1,0,1000,0
"4hoxpactex","4 hydroxyphenylacetic acid transport via diffusion extracellular to periplasm "," 4hoxpac[e] <==>  4hoxpac[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"4HPAtpp","HPA permease"," 4hoxpac[p] -->  4hoxpac[c]","ECW_m4707",,"Aromatic Acid Breakdown",0,0,1000,0
"4HPAOX","HPA monooxygenase","[c] : 4hoxpac + o2 + nadh + h -->  34dhpha + nad + h2o","( ECW_m4704 and ECW_m4705 )",,"Aromatic Acid Breakdown",0,0,1000,0
"HPCDO","HPC 2,3-dioxygenase","[c] : 34dhpha + o2 -->  chms","ECW_m4711",,"Aromatic Acid Breakdown",0,0,1000,0
"CHMSDH","CHMS dehydrogenase","[c] : chms + nad + h2o -->  chm + nadh + h","ECW_m4712",,"Aromatic Acid Breakdown",0,0,1000,0
"CHMI","CHM isomerase","[c] : chm <==>  opet","ECW_m4710",,"Aromatic Acid Breakdown",1,-1000,1000,0
"OPETDC","OPET decarboxylase","[c] : opet -->  hhdd + co2","ECW_m4713",,"Aromatic Acid Breakdown",0,0,1000,0
"OPETI","OPET isomerase","[c] : hhdd <==>  ohed","ECW_m4713",,"Aromatic Acid Breakdown",1,-1000,1000,0
"HHDDH","hydratase","[c] : hhdd + h2o -->  hhed","ECW_m4709",,"Aromatic Acid Breakdown",0,0,1000,0
"OHEDH","hydratase","[c] : ohed + h2o -->  hhed","ECW_m4709",,"Aromatic Acid Breakdown",0,0,1000,0
"HHEDA","HHED aldolase","[c] : hhed -->  sucsal + pyr","ECW_m4708",,"Aromatic Acid Breakdown",0,0,1000,0
"EX_pac(e)","Phenylacetic acid exchange","pac[e]  <==> ",,,"Exchange",1,0,1000,0
"PACt1","Phenylacetic acid transport via outer membrane porin"," pac[e] <==>  pac[p]","( ECW_m0355 or ECW_m1039 or ECW_m1509 or ECW_m2416 )","ECW_m0355  ECW_m1039  ECW_m1509  ECW_m2416","Aromatic Acid Breakdown",1,-1000,1000,0
"PACt","Phenylacetic acid transport"," pac[p] -->  pac[c]",,,"Aromatic Acid Breakdown",0,0,1000,0
"PACCOAL","phenylacetate CoA ligase","[c] : atp + coa + pac -->  amp + phaccoa + ppi","ECW_m1532","ECW_m1532","Aromatic Acid Breakdown",0,0,1000,0
"2PHACOAOR","Phenylacetyl-CoA oxygenase/reductase","[c] : h2 + o2 + phaccoa -->  2dhphaccoa","( ( ECW_m1522 and ECW_m1523 and ECW_m1524 and ECW_m1525 and ECW_m1526 ) or ( ECW_m1522 and ECW_m1523 and ECW_m1524 and ECW_m1525 ) )",,"Aromatic Acid Breakdown",0,0,1000,0
"DHPACCOAHIT","1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA Hydratase/Isomerase/Ketothiolase complex","[c] : 2dhphaccoa + coa + (2) h2o -->  3hadpcoa + accoa + h + h2","( ECW_m1521 and ECW_m1528 and ECW_m1531 )",,"Aromatic Acid Breakdown",0,0,1000,0
"HADPCOADH","3-hydroxyadipyl-CoA dehydrogenase","[c] : 3hadpcoa -->  h2 + oxadpcoa","( ECW_m1527 and ECW_m1529 )",,"Aromatic Acid Breakdown",0,0,1000,0
"3OXCOAT","3-oxoadipyl-CoA thiolase","[c] : coa + oxadpcoa -->  accoa + succoa","ECW_m1531",,"Aromatic Acid Breakdown",0,0,1000,0
"2DHPACCOAH","dihydrophenylacetyl-CoA Hydratase","[c] : 2dhphaccoa -->  2hphaccoa + h2o",,,"Aromatic Acid Breakdown",0,0,1000,0
"2PHACTE","Phenylacetyl-CoA thioesterase","[c] : 2hphaccoa + h2o -->  2hyoxplac + coa","ECW_m1530",,"Aromatic Acid Breakdown",0,0,1000,0
"3PHACOAOR","Phenylacetyl-CoA oxygenase/reductase","[c] : h2 + o2 + phaccoa -->  3dhphaccoa","( ( ECW_m1522 and ECW_m1523 and ECW_m1524 and ECW_m1525 and ECW_m1526 ) or ( ECW_m1522 and ECW_m1523 and ECW_m1524 and ECW_m1525 ) )",,"Aromatic Acid Breakdown",0,0,1000,0
"3DHPACCOAH","dihydrophenylacetyl-CoA Hydratase","[c] : 3dhphaccoa -->  3hphaccoa + h2o",,,"Aromatic Acid Breakdown",0,0,1000,0
"3PHACTE","Phenylacetyl-CoA thioesterase","[c] : 3hphaccoa + h2o -->  3hoxpac + coa","ECW_m1530",,"Aromatic Acid Breakdown",0,0,1000,0
"34PHACTE","Phenylacetyl-CoA thioesterase","[c] : 34dhphaccoa + h2o -->  34dhpac + coa","ECW_m1530",,"Aromatic Acid Breakdown",0,0,1000,0
"4PHACTE","Phenylacetyl-CoA thioesterase","[c] : hphaccoa + h2o -->  4hoxpac + coa","ECW_m1530",,"Aromatic Acid Breakdown",0,0,1000,0
"35PHACTE","Phenylacetyl-CoA thioesterase","[c] : 35dhphaccoa + h2o -->  35dhpha + coa","ECW_m1530",,"Aromatic Acid Breakdown",0,0,1000,0
"PHACTE","Phenylacetyl-CoA thioesterase","[c] : phaccoa + h2o -->  pac + coa","ECW_m1530",,"Aromatic Acid Breakdown",0,0,1000,0
"EX_peng(e)","Penicillin G exchange","peng[e] <==>",,,"Exchange",1,0,1000,0
"EX_6apa(e)","6 amino penicillanic acid exchange","6apa[e] <==>",,,"Exchange",1,0,1000,0
"PENGt1","Penicillin transport via outer membrane porin"," peng[e] <==>  peng[p]","( ECW_m0355 or ECW_m1039 or ECW_m1509 or ECW_m2416 )","ECW_m0355  ECW_m1039  ECW_m1509  ECW_m2416","penicillin breakdown",1,-1000,1000,0
"6APAt1","6 aminopenicillanic acid transport via outer membrane porin"," 6apa[e] <==>  6apa[p]","( ECW_m0355 or ECW_m1039 or ECW_m1509 or ECW_m2416 )","ECW_m0355  ECW_m1039  ECW_m1509  ECW_m2416","penicillin breakdown",1,-1000,1000,0
"PENAM","Penicillin Amidase","[p] : peng + h2o <==>  pac + 6apa","ECW_m4700",,"penicillin breakdown",1,-1000,1000,0
"EX_3ntym(e)","3ntyramine Exchange reaction","3ntym[e] <==>",,,"Exchange",1,0,1000,0
"3ntymex","3-Nitrotyramine transport via diffusion (extracellular to periplasm)"," 3ntym[e] <==>  3ntym[p]",,,"Aromatic Acid Breakdown",1,-1000,1000,0
"3NTYROXDApp","3-Nitrotyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm)","[p] : h2o + o2 + 3ntym -->  h2o2 + nh4 + 4h3npacald","ECW_m1520",,"Aromatic Acid Breakdown",0,0,1000,0
"4H3NPACALDt2rpp","4-hydroxy-3-nitrophenylacetaldehyde reversible transport via proton symport (periplasm)"," 4h3npacald[p] -->  4h3npacald[c]",,,"Aromatic Acid Breakdown",0,0,1000,0
"4H3NALDD","aldehyde dehydrogenase (4-hydroxy-3-nitrophenylacetaldehyde, NAD)","[c] : h2o + nad + 4h3npacald -->  (2) h + nadh + 4h3npac","ECW_m1519",,"Aromatic Acid Breakdown",0,0,1000,0
"4H3NPACAM","4-hydroxy-3-nitrophenylacetate amidase","[c] : 4h3npac + h2o -->  4hoxpac + nh4","ECW_m4700",,"Aromatic Acid Breakdown",0,0,1000,0
"4HOXPACDtpp","4-hydroxyphenylacetaldehyde transport"," 4hoxpacd[p] -->  4hoxpacd[c]",,,"Aromatic Acid Breakdown",0,0,1000,0
"4HALDD","aldehyde dehydrogenase (4-hydroxyphenylacetaldehyde, NAD)","[c] : h2o + nad + 4hoxpacd -->  (2) h + nadh + 4hoxpac","ECW_m1519",,"Aromatic Acid Breakdown",0,0,1000,0
"34DHPHAtpp","3,4-dihydroxyphenylacetaldehyde transport"," 34dhpac[p] -->  34dhpac[c]",,,"Aromatic Acid Breakdown",0,0,1000,0
"34DHALDD","aldehyde dehydrogenase (3,4-dihydroxyphenylacetaldehyde, NAD)","[c] : h2o + nad + 34dhpac -->  (2) h + nadh + 34dhpha","ECW_m1519",,"Aromatic Acid Breakdown",0,0,1000,0
"LIP4Atppi","lipid IVa transport"," lipidA[c] -->  lipidA[p]","( ECW_m3785 or ECW_m1024 )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPIDAt1ex","Lipid IVa periplasm transport via vector periplasm to extracellular","[p] : lipidA + LptA -->  lipidA_LptA","( ( ECW_m3473 and ECW_m4621 and ECW_m4622 ) or ( ECW_m3473 and ECW_m4621 and ECW_m4622 and ECW_m3471 ) )",,"Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"LIPIDAt2ex","Lipid IVa transport via vector periplasm to extracellular"," lipidA_LptA[p] -->  lipidA[e] + LptA[p]","( ECW_m0054 and ECW_m0695 )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"PETNLA161pp","phosphoethanolamine transferase (c-C16:1)","[p] : lipidA + pe161 -->  12dgr161 + enlipidA","ECW_m3813","ECW_m3813","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"PETNLA181pp","phosphoethanolamine transferase (c-C18:1)","[p] : lipidA + pe181 -->  12dgr181 + enlipidA","ECW_m3813","ECW_m3813","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ENLIPIDAt1ex","phosphoethanolamine lipid IVa transport via vector periplasm to extracellular","[p] : enlipidA + LptA -->  enlipidA_LptA","( ( ECW_m3473 and ECW_m4621 and ECW_m4622 ) or ( ECW_m3473 and ECW_m4621 and ECW_m4622 and ECW_m3471 ) )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ENLIPIDAt2ex","phosphoethanolamine lipid IVa transport via vector periplasm to extracellular"," enlipidA_LptA[p] -->  enlipidA[e] + LptA[p]","( ECW_m0054 and ECW_m0695 )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"PETNENLA161pp","phosphoethanolamine transferase (c-C16:1)","[p] : enlipidA + pe161 -->  12dgr161 + 14denlipidA","ECW_m3813",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"PETNENLA181pp","phosphoethanolamine transferase (c-C18:1)","[p] : enlipidA + pe181 -->  12dgr181 + 14denlipidA","ECW_m3813",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"14DENLIPIDAt1ex","diphosphoethanolamine lipid IVa transport via vector periplasm to extracellular","[p] : 14denlipidA + LptA -->  14denlipidA_LptA","( ( ECW_m3473 and ECW_m4621 and ECW_m4622 ) or ( ECW_m3473 and ECW_m4621 and ECW_m4622 and ECW_m3471 ) )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"14DENLIPIDAt2ex","diphosphoethanolamine lipid IVa transport via vector periplasm to extracellular"," 14denlipidA_LptA[p] -->  14denlipidA[e] + LptA[p]","( ECW_m0054 and ECW_m0695 )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPAHT3ex","core oligosaccharide lipid IVa:hexadecanoate transferase (n-C16:0) (extracellular membrane)","[e] : lipidA + h + hdca -->  h2o + lipidAp",,,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPAcore","Lipa core abundances","[p] : (0.625) lipidA + (0.375) enlipidA -->  lipidA_core",,,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPIDACOt1ex","Lipid IVa core periplasm transport via vector periplasm to extracellular","[p] : lipidA_core + LptA -->  lipidA_core_LptA","( ( ECW_m3473 and ECW_m4621 and ECW_m4622 ) or ( ECW_m3473 and ECW_m4621 and ECW_m4622 and ECW_m3471 ) )",,"Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"LIPIDACOt2ex","Lipid IVa core transport via vector periplasm to extracellular"," lipidA_core_LptA[p] -->  lipidA_core[e] + LptA[p]","( ECW_m0054 and ECW_m0695 )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EX_lipidA_core(e)","core lipidA exhcnage","lipidA_core[e] <==>",,,"Exchange",1,0,1000,0
"UPLA4FNF","undecaprenyl phosphate L Ara4FN formylase","[c] : h2o + uLa4fn -->  for + uLa4n","ECW_m2447","ECW_m2447","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ULA4Ntppi","transport cytoplasm to periplasm "," uLa4n[c] -->  uLa4n[p]","( ECW_m2449 and ECW_m2450 )","( ECW_m2449  and  ECW_m2450 )","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"USHD","UDP sugar hydrolase","[c] : h2o + u23ga -->  (2) h + lipidX + ump","( ECW_m0595 and ECW_m4270 )","( ECW_m0595 and ECW_m4270 )","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"UACGAM4E","UDP glucosamine 4 epimerase","[c] : uacgam -->  udpacgal","ECW_m2193","ECW_m2193","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"EDTXSA1","Endotoxin Synthesis myristoyl transferase ","[c] : kdo2lipid4L + myrsACP -->  ACP + lipaA","ECW_m2030","ECW_m2030","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSB1","Endotoxin Synthesis (lauroyl transferase)","[c] : kdo2lipid4L + ddcaACP -->  ACP + lipaB","ECW_m2030","ECW_m2030","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPAAabcpp","lipidA (A Structure) transport via ABC system (periplasm)"," atp[c] + h2o[c] + lipaA[c] -->  adp[c] + h[c] + lipaA[p] + pi[c]","ECW_m1024","ECW_m1024","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPABabcpp","lipidA (B Structure) transport via ABC system (periplasm)"," atp[c] + h2o[c] + lipaB[c] -->  adp[c] + h[c] + lipaB[p] + pi[c]","ECW_m1024","ECW_m1024","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"EDTXSF1","Endotoxin Synthesis (phosphorylase)","[p] : lipaA + udcpdp -->  lipaF + udcpp","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSF120","Endotoxin Synthesis (phosphotransferase, n-C12:0)","[p] : lipaA + pa120 -->  lipaF + 12dgr120","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSF140","Endotoxin Synthesis (phosphotransferase, n-C14:0)","[p] : lipaA + pa140 -->  lipaF + 12dgr140","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSF141","Endotoxin Synthesis (phosphotransferase, n-C14:1)","[p] : lipaA + pa141 -->  lipaF + 12dgr141","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSF160","Endotoxin Synthesis (phosphotransferase, n-C16:0)","[p] : lipaA + pa160 -->  lipaF + 12dgr160","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSF161","Endotoxin Synthesis (phosphotransferase, n-C16:1)","[p] : lipaA + pa161 -->  lipaF + 12dgr161","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSF180","Endotoxin Synthesis (phosphotransferase, n-C18:0)","[p] : lipaA + pa180 -->  lipaF + 12dgr180","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSF181","Endotoxin Synthesis (phosphotransferase, n-C18:1)","[p] : lipaA + pa181 -->  lipaF + 12dgr181","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXS_core","Endotoxin Synthesis (lipid A Structures)","[p] : (0.6267) lipaA + (0.05) lipaB + (0.3133) lipaF -->  lipa",,,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPAt1ex","Lipid A periplasm transport via vector periplasm to extracellular","[p] : lipa + LptA -->  lipa_LptA","( ( ECW_m3473 and ECW_m4621 and ECW_m4622 ) or ( ECW_m3473 and ECW_m4621 and ECW_m4622 and ECW_m3471 ) )",,"Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"LIPAt2ex","Lipid A transport via vector periplasm to extracellular"," lipa_LptA[p] -->  lipa[e] + LptA[p]","( ECW_m0054 and ECW_m0695 )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"ENLIPAt1ex","phosphoethanolamine Lipid A periplasm transport via vector periplasm to extracellular","[p] : enlipa + LptA -->  enlipa_LptA","( ( ECW_m3473 and ECW_m4621 and ECW_m4622 ) or ( ECW_m3473 and ECW_m4621 and ECW_m4622 and ECW_m3471 ) )",,"Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"ENLIPAt2ex","phosphoethanolamine Lipid A transport via vector periplasm to extracellular"," enlipa_LptA[p] -->  enlipa[e] + LptA[p]","( ECW_m0054 and ECW_m0695 )",,"Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"HEPTA1","heptosyltransferase I LPS core synthesis ","[c] : adphep-LD + lipaA -->  adp + h + hlipaA","ECW_m3899","ECW_m3899","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"HEPTA2","heptosyltransferase II LPS core synthesis ","[c] : adphep-LD + hlipaA -->  adp + h + hhlipaA","ECW_m3898","ECW_m3898","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"HEPKA1","LPS heptose kinase I LPS core synthesis ","[c] : atp + hhlipaA -->  adp + h + phhlipaA","ECW_m3906","ECW_m3906","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"HEPTA3","heptosyltransferase III (LPS core synthesis)","[c] : adphep-LD + phhlipaA -->  adp + h + hphhlipaA","ECW_m3908","ECW_m3908","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"HEPKA2","LPS heptose kinase II (LPS core synthesis)","[c] : atp + hphhlipaA -->  adp + h + icolipaAR1","ECW_m3903","ECW_m3903","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"GLCTRA1","glucosyltransferase I LPS core synthesis ","[c] : icolipaAR1 + udpg -->  gicolipaAR1 + h + udp","ECW_m3907","ECW_m3907","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"GLCR1TRA1","glucosyltransferase I LPS R1 core synthesis ","[c] : gicolipaAR1 + udpg -->  ggicolipaAR1 + h + udp","ECW_m3901","ECW_m3901","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"GLCR1TRA2","glucosyltransferase II (LPS R1 core synthesis)","[c] : ggicolipaAR1 + udpg -->  gggicolipaAR1 + h + udp",,,"Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"GALR1TRA1","galactosyltransferase I (LPS R1 core synthesis)","[c] : gggicolipaAR1 + udpgal -->  gagggicolipaAR1 + h + udp","ECW_m3904","ECW_m3904","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"GALR1TRA2","galactosyltransferase II (LPS R1 core synthesis)","[c] : gagggicolipaAR1 + udpgal -->  colipaA + h + udp","ECW_m3902","ECW_m3902","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"COLIPAAabcpp","core oligosaccharide lipid A transport via ABC system periplasm "," atp[c] + colipaA[c] + h2o[c] -->  adp[c] + colipaA[p] + h[c] + pi[c]","ECW_m1024","ECW_m1024","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"HEPTB1","heptosyltransferase I LPS core synthesis ","[c] : adphep-LD + lipaB -->  adp + h + hlipaB","ECW_m3899","ECW_m3899","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"HEPTB2","heptosyltransferase II LPS core synthesis ","[c] : adphep-LD + hlipaB -->  adp + h + hhlipaB","ECW_m3898","ECW_m3898","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"HEPKB1","LPS heptose kinase I LPS core synthesis ","[c] : atp + hhlipaB -->  adp + h + phhlipaB","ECW_m3906","ECW_m3906","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"HEPTB3","heptosyltransferase III (LPS core synthesis)","[c] : adphep-LD + phhlipaB -->  adp + h + hphhlipaB","ECW_m3908","ECW_m3908","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"HEPKB2","LPS heptose kinase II (LPS core synthesis)","[c] : atp + hphhlipaB -->  adp + h + icolipaBR1","ECW_m3903","ECW_m3903","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"GLCTRB1","glucosyltransferase I LPS core synthesis ","[c] : icolipaBR1 + udpg -->  gicolipaBR1 + h + udp","ECW_m3907","ECW_m3907","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"GLCR1TRB1","glucosyltransferase I LPS R1 core synthesis ","[c] : gicolipaBR1 + udpg -->  ggicolipaBR1 + h + udp","ECW_m3901","ECW_m3901","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"GLCR1TRB2","glucosyltransferase II (LPS R1 core synthesis)","[c] : ggicolipaBR1 + udpg -->  gggicolipaBR1 + h + udp",,,"Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"GALR1TRB1","galactosyltransferase I (LPS R1 core synthesis)","[c] : gggicolipaBR1 + udpgal -->  gagggicolipaBR1 + h + udp","ECW_m3904","ECW_m3904","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"GALR1TRB2","galactosyltransferase II (LPS R1 core synthesis)","[c] : gagggicolipaBR1 + udpgal -->  colipaB + h + udp","ECW_m3902","ECW_m3902","Lipopolysaccharide Biosynthesis / Recycling",0,0,1000,0
"COLIPABabcpp","core oligosaccharide lipid A transport via ABC system periplasm "," atp[c] + colipaB[c] + h2o[c] -->  adp[c] + colipaB[p] + h[c] + pi[c]","ECW_m1024","ECW_m1024","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSCOF1","Endotoxin Synthesis (phosphorylase)","[p] : colipaA + udcpdp -->  colipaF + udcpp","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSCOF120","Endotoxin Synthesis (phosphotransferase, n-C12:0)","[p] : colipaA + pa120 -->  colipaF + 12dgr120","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"EDTXSCOF140","Endotoxin Synthesis (phosphotransferase, n-C14:0)","[p] : colipaA + pa140 -->  colipaF + 12dgr140","ECW_m2376","ECW_m2376","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
